barrier_sequence,sequence_length,reward_path_lengths,choice_points
"[frozenset({36, 9, 41, 44, 14, 17, 18, 20, 23})]",1,"[[23, 17, 17]]",[{29}]
"[frozenset({34, 39, 10, 42, 12, 22, 25, 27, 29})]",1,"[[15, 17, 19]]",[{17}]
"[frozenset({37, 7, 42, 44, 14, 23, 24, 28, 30}), frozenset({37, 7, 42, 44, 14, 20, 23, 28, 30}), frozenset({37, 7, 42, 44, 14, 17, 20, 23, 30}), frozenset({37, 7, 42, 44, 14, 20, 23, 30, 31}), frozenset({37, 7, 42, 44, 14, 17, 20, 23, 31})]",5,"[[15, 21, 19], [15, 17, 19], [25, 17, 19], [15, 17, 21], [23, 17, 17]]","[{26}, {26, 13, 29}, {29}, {13}, {29}]"
"[frozenset({39, 7, 10, 42, 15, 19, 22, 24, 30}), frozenset({7, 39, 10, 42, 15, 19, 21, 22, 30})]",2,"[[15, 21, 17], [23, 17, 17]]","[{31}, {29}]"
"[frozenset({34, 36, 8, 10, 45, 19, 21, 25, 27}), frozenset({34, 37, 8, 10, 45, 19, 21, 25, 27}), frozenset({34, 37, 8, 10, 45, 19, 25, 27, 30}), frozenset({34, 37, 8, 10, 45, 19, 20, 25, 27})]",4,"[[19, 17, 23], [19, 17, 15], [19, 17, 23], [19, 21, 15]]","[{16}, {35}, {16}, {36}]"
"[frozenset({10, 11, 44, 46, 17, 23, 24, 27, 30})]",1,"[[17, 23, 17]]",[{31}]
"[frozenset({39, 42, 15, 17, 19, 22, 24, 27, 30})]",1,"[[17, 23, 17]]",[{31}]
"[frozenset({9, 42, 44, 14, 16, 18, 26, 28, 30})]",1,"[[23, 17, 17]]",[{29}]
"[frozenset({37, 39, 42, 10, 12, 46, 18, 24, 30})]",1,"[[15, 21, 19]]",[{26}]
"[frozenset({34, 39, 10, 11, 42, 14, 15, 26, 30})]",1,"[[21, 15, 19]]",[{24}]
"[frozenset({36, 39, 8, 10, 46, 15, 21, 27, 30}), frozenset({39, 8, 10, 46, 15, 21, 24, 27, 30}), frozenset({34, 39, 8, 10, 46, 15, 21, 27, 30}), frozenset({34, 39, 8, 46, 15, 16, 21, 27, 30}), frozenset({34, 39, 8, 13, 46, 15, 21, 27, 30})]",5,"[[19, 15, 21], [19, 25, 17], [19, 15, 19], [17, 25, 19], [21, 15, 19]]","[{16}, {31}, {16, 24, 31}, {31}, {24}]"
"[frozenset({32, 34, 8, 9, 41, 11, 20, 21, 23}), frozenset({32, 34, 9, 41, 11, 18, 20, 21, 23}), frozenset({32, 34, 36, 41, 9, 11, 20, 21, 23}), frozenset({32, 34, 41, 9, 11, 20, 21, 23, 24}), frozenset({32, 34, 36, 9, 41, 11, 21, 23, 24})]",5,"[[17, 19, 15], [21, 19, 15], [17, 19, 25], [17, 21, 15], [17, 17, 23]]","[{35, 13, 31}, {35}, {13}, {31}, {13}]"
"[frozenset({32, 8, 45, 46, 20, 21, 23, 25, 29})]",1,"[[17, 21, 15]]",[{31}]
"[frozenset({32, 34, 37, 8, 40, 44, 15, 25, 31})]",1,"[[19, 15, 17]]",[{24}]
"[frozenset({34, 36, 10, 12, 45, 15, 18, 25, 31}), frozenset({34, 36, 10, 45, 14, 15, 18, 25, 31})]",2,"[[15, 17, 19], [17, 15, 19]]","[{17}, {16}]"
"[frozenset({7, 42, 44, 17, 18, 20, 23, 28, 30})]",1,"[[23, 17, 17]]",[{29}]
"[frozenset({9, 44, 45, 17, 18, 20, 21, 28, 31})]",1,"[[21, 17, 15]]",[{29}]
"[frozenset({32, 7, 39, 11, 46, 15, 21, 24, 30}), frozenset({32, 36, 39, 7, 11, 46, 15, 21, 24})]",2,"[[17, 23, 17], [17, 17, 23]]","[{31}, {13}]"
"[frozenset({34, 37, 9, 41, 44, 13, 15, 18, 25}), frozenset({34, 37, 41, 44, 13, 15, 18, 21, 25}), frozenset({34, 37, 41, 13, 15, 18, 21, 23, 25}), frozenset({34, 37, 7, 41, 13, 15, 18, 23, 25})]",4,"[[15, 21, 19], [21, 15, 19], [21, 17, 17], [15, 19, 17]]","[{26}, {24}, {35}, {26}]"
"[frozenset({34, 8, 9, 45, 19, 21, 25, 27, 30}), frozenset({34, 37, 8, 9, 45, 19, 21, 25, 27}), frozenset({34, 37, 8, 45, 16, 19, 21, 25, 27})]",3,"[[17, 17, 23], [19, 17, 15], [19, 21, 15]]","[{13}, {35, 36, 13}, {36}]"
"[frozenset({34, 36, 10, 42, 12, 18, 22, 23, 25})]",1,"[[15, 19, 21]]",[{17}]
"[frozenset({32, 34, 8, 44, 13, 46, 15, 21, 30}), frozenset({32, 34, 8, 44, 46, 15, 16, 21, 30}), frozenset({32, 34, 8, 10, 44, 46, 15, 21, 30}), frozenset({32, 34, 8, 10, 44, 46, 15, 20, 21}), frozenset({32, 34, 36, 8, 10, 44, 46, 15, 21})]",5,"[[21, 15, 19], [17, 25, 19], [19, 15, 19], [19, 25, 17], [19, 15, 21]]","[{24}, {31}, {16, 24, 31}, {31}, {16}]"
"[frozenset({37, 39, 10, 12, 18, 22, 25, 29, 30})]",1,"[[17, 17, 21]]",[{17}]
"[frozenset({34, 37, 39, 9, 10, 46, 16, 18, 25}), frozenset({34, 37, 39, 9, 10, 46, 15, 18, 25}), frozenset({34, 37, 39, 10, 46, 15, 18, 21, 25}), frozenset({34, 37, 39, 10, 46, 15, 14, 18, 25}), frozenset({34, 37, 39, 10, 14, 46, 15, 20, 25})]",5,"[[15, 21, 19], [15, 17, 19], [21, 15, 19], [17, 15, 19], [17, 23, 19]]","[{26}, {24, 17, 26}, {24}, {16, 24, 26}, {26}]"
"[frozenset({7, 39, 9, 10, 46, 18, 19, 21, 30})]",1,"[[23, 17, 17]]",[{29}]
"[frozenset({35, 7, 41, 11, 45, 20, 23, 26, 27})]",1,"[[17, 17, 23]]",[{13}]
"[frozenset({41, 10, 11, 46, 15, 21, 27, 29, 30})]",1,"[[19, 15, 21]]",[{16}]
"[frozenset({40, 9, 11, 45, 17, 20, 25, 28, 31})]",1,"[[21, 17, 15]]",[{29}]
"[frozenset({32, 39, 8, 12, 46, 21, 25, 27, 29}), frozenset({32, 39, 8, 12, 46, 16, 21, 27, 29})]",2,"[[17, 15, 21], [17, 23, 17]]","[{13}, {31}]"
"[frozenset({37, 7, 40, 44, 46, 14, 24, 25, 28}), frozenset({32, 37, 7, 40, 44, 14, 24, 25, 28})]",2,"[[15, 19, 17], [17, 19, 15]]","[{26}, {36}]"
"[frozenset({34, 37, 9, 10, 45, 25, 26, 27, 28}), frozenset({34, 37, 9, 10, 45, 18, 25, 27, 28}), frozenset({34, 36, 37, 9, 10, 45, 18, 25, 28}), frozenset({34, 37, 41, 10, 9, 45, 18, 25, 28}), frozenset({34, 37, 9, 10, 41, 18, 21, 25, 28})]",5,"[[21, 19, 15], [17, 19, 15], [15, 19, 21], [15, 19, 17], [23, 19, 17]]","[{35}, {17, 35, 36}, {17}, {17, 26, 35}, {35}]"
"[frozenset({35, 7, 14, 46, 18, 20, 25, 28, 31})]",1,"[[15, 17, 21]]",[{13}]
"[frozenset({37, 9, 10, 12, 45, 13, 22, 25, 29}), frozenset({37, 9, 10, 12, 45, 22, 25, 29, 30})]",2,"[[17, 19, 15], [17, 17, 21]]","[{36}, {17}]"
"[frozenset({32, 34, 35, 8, 40, 10, 15, 21, 30})]",1,"[[19, 15, 21]]",[{16}]
"[frozenset({32, 10, 11, 45, 46, 19, 21, 25, 29}), frozenset({32, 34, 10, 11, 45, 46, 19, 21, 25}), frozenset({32, 34, 10, 11, 45, 19, 21, 25, 30})]",3,"[[19, 23, 15], [19, 17, 15], [19, 17, 23]]","[{31}, {16, 35, 31}, {16}]"
"[frozenset({34, 37, 8, 45, 46, 15, 17, 23, 25}), frozenset({34, 37, 8, 40, 45, 46, 15, 17, 25})]",2,"[[21, 17, 17], [21, 15, 19]]","[{35}, {24}]"
"[frozenset({37, 40, 9, 18, 20, 21, 25, 27, 28}), frozenset({37, 40, 9, 10, 18, 20, 25, 27, 28}), frozenset({37, 40, 9, 10, 42, 18, 20, 25, 28}), frozenset({37, 40, 9, 42, 10, 18, 20, 28, 30}), frozenset({37, 40, 9, 42, 10, 18, 20, 21, 28})]",5,"[[21, 17, 15], [17, 19, 15], [15, 19, 17], [15, 19, 21], [25, 19, 17]]","[{29}, {17, 36, 29}, {17, 26, 29}, {17}, {29}]"
"[frozenset({42, 44, 13, 18, 22, 24, 27, 28, 30})]",1,"[[15, 21, 17]]",[{31}]
"[frozenset({34, 37, 39, 10, 14, 15, 46, 25, 29}), frozenset({34, 37, 39, 10, 13, 46, 14, 15, 25}), frozenset({34, 37, 39, 10, 14, 46, 15, 20, 25})]",3,"[[17, 15, 19], [21, 15, 19], [17, 23, 19]]","[{16}, {24}, {26}]"
"[frozenset({35, 8, 41, 12, 45, 16, 21, 27, 28})]",1,"[[17, 23, 17]]",[{31}]
"[frozenset({32, 34, 8, 41, 20, 21, 23, 24, 29})]",1,"[[17, 21, 15]]",[{31}]
"[frozenset({37, 40, 10, 12, 44, 18, 25, 27, 29})]",1,"[[17, 17, 21]]",[{17}]
"[frozenset({37, 7, 11, 45, 46, 14, 20, 23, 30})]",1,"[[15, 17, 21]]",[{13}]
"[frozenset({39, 10, 11, 42, 15, 20, 22, 23, 30}), frozenset({39, 10, 11, 42, 15, 21, 22, 23, 30})]",2,"[[17, 23, 17], [21, 15, 17]]","[{31}, {29}]"
"[frozenset({34, 39, 42, 13, 15, 17, 18, 25, 30})]",1,"[[21, 15, 19]]",[{24}]
"[frozenset({36, 10, 42, 46, 15, 14, 25, 29, 31})]",1,"[[17, 15, 19]]",[{16}]
"[frozenset({7, 39, 42, 13, 46, 18, 25, 27, 30})]",1,"[[15, 21, 17]]",[{31}]
"[frozenset({34, 9, 10, 41, 45, 18, 23, 25, 31}), frozenset({34, 9, 10, 45, 18, 23, 25, 27, 31}), frozenset({34, 37, 9, 10, 45, 18, 23, 25, 27}), frozenset({34, 37, 41, 10, 9, 45, 18, 23, 25}), frozenset({34, 37, 41, 10, 9, 18, 21, 23, 25})]",5,"[[15, 19, 21], [21, 19, 15], [17, 19, 15], [15, 19, 17], [23, 19, 17]]","[{17}, {35}, {17, 35, 36}, {17, 26, 35}, {35}]"
"[frozenset({37, 12, 13, 45, 15, 18, 22, 25, 29}), frozenset({37, 12, 13, 45, 46, 15, 18, 25, 29})]",2,"[[17, 19, 15], [15, 19, 17]]","[{36}, {26}]"
"[frozenset({32, 35, 39, 8, 10, 11, 15, 21, 30})]",1,"[[19, 15, 21]]",[{16}]
"[frozenset({32, 34, 41, 11, 45, 15, 20, 21, 23})]",1,"[[17, 21, 15]]",[{31}]
"[frozenset({34, 39, 42, 12, 13, 22, 25, 27, 30}), frozenset({34, 39, 10, 42, 12, 22, 25, 27, 30}), frozenset({34, 39, 10, 42, 12, 22, 25, 26, 30})]",3,"[[15, 23, 19], [15, 17, 19], [23, 17, 19]]","[{31}, {24, 17, 31}, {24}]"
"[frozenset({32, 39, 8, 10, 46, 19, 21, 27, 30}), frozenset({39, 8, 41, 10, 46, 19, 21, 27, 30}), frozenset({39, 8, 10, 46, 19, 21, 24, 27, 30}), frozenset({39, 8, 10, 13, 46, 19, 21, 27, 30}), frozenset({39, 8, 10, 13, 46, 19, 24, 27, 30})]",5,"[[19, 15, 17], [19, 15, 21], [19, 25, 17], [21, 15, 17], [17, 23, 17]]","[{16, 29, 31}, {16}, {31}, {29}, {31}]"
"[frozenset({37, 7, 42, 44, 46, 16, 18, 25, 30})]",1,"[[15, 21, 19]]",[{26}]
"[frozenset({34, 37, 9, 13, 45, 18, 20, 22, 25}), frozenset({34, 37, 9, 42, 45, 13, 18, 20, 25})]",2,"[[17, 19, 15], [15, 19, 17]]","[{36}, {26}]"
"[frozenset({36, 39, 9, 11, 46, 14, 17, 20, 23})]",1,"[[23, 17, 17]]",[{29}]
"[frozenset({39, 42, 12, 13, 18, 22, 23, 25, 30}), frozenset({39, 42, 12, 13, 18, 22, 23, 26, 30})]",2,"[[15, 21, 17], [23, 17, 17]]","[{31}, {29}]"
"[frozenset({34, 37, 8, 45, 20, 21, 23, 27, 29})]",1,"[[19, 21, 15]]",[{36}]
"[frozenset({34, 35, 42, 11, 44, 10, 15, 18, 25}), frozenset({34, 35, 9, 10, 42, 44, 15, 18, 25})]",2,"[[17, 15, 19], [15, 17, 19]]","[{16}, {17}]"
"[frozenset({32, 36, 40, 9, 8, 12, 45, 21, 24})]",1,"[[17, 17, 23]]",[{13}]
"[frozenset({35, 40, 9, 14, 18, 20, 27, 28, 31}), frozenset({40, 9, 14, 17, 18, 20, 27, 28, 31})]",2,"[[17, 17, 23], [21, 17, 15]]","[{13}, {29}]"
"[frozenset({32, 34, 11, 45, 46, 15, 20, 21, 29})]",1,"[[17, 21, 15]]",[{31}]
"[frozenset({39, 42, 12, 13, 46, 16, 22, 25, 30})]",1,"[[15, 21, 17]]",[{31}]
"[frozenset({32, 35, 39, 8, 10, 19, 21, 27, 30}), frozenset({32, 39, 8, 10, 46, 19, 21, 27, 30}), frozenset({32, 39, 8, 46, 16, 19, 21, 27, 30}), frozenset({32, 39, 8, 13, 46, 19, 21, 27, 30}), frozenset({32, 39, 8, 13, 46, 19, 24, 27, 30})]",5,"[[19, 15, 21], [19, 15, 17], [17, 23, 17], [21, 15, 17], [17, 23, 17]]","[{16}, {16, 29, 31}, {31}, {29}, {31}]"
"[frozenset({39, 42, 11, 46, 15, 16, 21, 27, 29})]",1,"[[17, 23, 17]]",[{31}]
"[frozenset({32, 37, 7, 11, 45, 18, 19, 25, 29}), frozenset({37, 7, 41, 11, 45, 18, 19, 25, 29})]",2,"[[17, 19, 15], [15, 19, 17]]","[{36}, {26}]"
"[frozenset({32, 35, 37, 39, 7, 10, 18, 23, 25}), frozenset({35, 37, 39, 7, 10, 18, 20, 23, 25})]",2,"[[17, 17, 21], [15, 19, 21]]","[{17}, {17}]"
"[frozenset({36, 9, 42, 10, 18, 20, 28, 30, 31})]",1,"[[15, 19, 21]]",[{17}]
"[frozenset({32, 34, 40, 10, 15, 17, 22, 25, 27})]",1,"[[19, 15, 17]]",[{24}]
"[frozenset({39, 13, 46, 19, 21, 25, 26, 27, 30})]",1,"[[21, 15, 17]]",[{29}]
"[frozenset({7, 42, 44, 13, 18, 20, 22, 27, 30})]",1,"[[15, 21, 17]]",[{31}]
"[frozenset({34, 35, 36, 8, 42, 11, 12, 21, 27})]",1,"[[17, 15, 21]]",[{13}]
"[frozenset({39, 9, 42, 10, 12, 18, 20, 22, 30})]",1,"[[15, 21, 17]]",[{31}]
"[frozenset({37, 7, 40, 9, 42, 14, 16, 25, 28}), frozenset({37, 7, 40, 9, 14, 16, 25, 27, 28})]",2,"[[15, 19, 17], [17, 19, 15]]","[{26}, {36}]"
"[frozenset({34, 10, 42, 12, 15, 18, 25, 29, 31}), frozenset({34, 10, 11, 42, 15, 18, 25, 29, 31})]",2,"[[15, 17, 19], [17, 15, 19]]","[{17}, {16}]"
"[frozenset({7, 39, 42, 10, 18, 19, 20, 22, 30}), frozenset({7, 39, 10, 42, 18, 19, 22, 26, 30})]",2,"[[15, 21, 17], [23, 17, 17]]","[{31}, {29}]"
"[frozenset({34, 36, 37, 7, 41, 14, 20, 23, 30}), frozenset({34, 36, 37, 7, 41, 14, 17, 20, 23})]",2,"[[15, 19, 23], [23, 19, 17]]","[{13}, {35}]"
"[frozenset({37, 40, 9, 44, 14, 20, 25, 26, 28}), frozenset({35, 37, 40, 9, 44, 14, 20, 26, 28})]",2,"[[21, 17, 15], [17, 17, 23]]","[{29}, {13}]"
"[frozenset({32, 34, 8, 11, 45, 15, 17, 23, 25}), frozenset({32, 34, 39, 8, 11, 45, 15, 17, 25})]",2,"[[19, 17, 15], [19, 15, 17]]","[{35}, {24}]"
"[frozenset({35, 37, 7, 39, 10, 18, 20, 23, 25}), frozenset({32, 35, 37, 7, 39, 10, 18, 23, 25})]",2,"[[15, 19, 21], [17, 17, 21]]","[{17}, {17}]"
"[frozenset({32, 8, 41, 15, 16, 19, 21, 23, 29})]",1,"[[17, 21, 15]]",[{31}]
"[frozenset({35, 9, 10, 41, 18, 20, 22, 23, 26})]",1,"[[17, 19, 23]]",[{17}]
"[frozenset({37, 7, 40, 10, 46, 15, 18, 21, 29}), frozenset({37, 7, 40, 10, 46, 15, 18, 25, 29}), frozenset({37, 40, 10, 11, 46, 15, 18, 25, 29})]",3,"[[21, 17, 19], [15, 17, 19], [17, 15, 19]]","[{20}, {17}, {16}]"
"[frozenset({39, 10, 42, 15, 21, 23, 26, 27, 30})]",1,"[[21, 15, 17]]",[{29}]
"[frozenset({32, 35, 39, 9, 10, 20, 23, 27, 31})]",1,"[[17, 19, 23]]",[{17}]
"[frozenset({32, 34, 13, 45, 15, 25, 27, 28, 31}), frozenset({32, 34, 39, 13, 45, 15, 25, 27, 31})]",2,"[[19, 17, 15], [19, 15, 17]]","[{35}, {24}]"
"[frozenset({35, 7, 9, 10, 42, 44, 18, 20, 23})]",1,"[[15, 19, 21]]",[{17}]
"[frozenset({35, 39, 8, 10, 18, 19, 25, 30, 31}), frozenset({35, 39, 7, 10, 18, 19, 25, 30, 31})]",2,"[[17, 15, 19], [15, 17, 19]]","[{16}, {17}]"
"[frozenset({34, 9, 10, 42, 44, 15, 22, 25, 29}), frozenset({34, 8, 10, 42, 44, 15, 22, 25, 29})]",2,"[[15, 17, 19], [17, 15, 19]]","[{17}, {16}]"
"[frozenset({32, 35, 40, 9, 10, 20, 23, 26, 27})]",1,"[[17, 19, 23]]",[{17}]
"[frozenset({34, 37, 8, 10, 45, 15, 18, 25, 30}), frozenset({34, 37, 9, 10, 45, 15, 18, 25, 30})]",2,"[[17, 15, 19], [15, 17, 19]]","[{16}, {17}]"
"[frozenset({37, 39, 9, 42, 11, 12, 17, 24, 30})]",1,"[[17, 23, 19]]",[{26}]
"[frozenset({35, 37, 39, 10, 44, 14, 19, 27, 30})]",1,"[[19, 15, 19]]","[{16, 20, 21}]"
"[frozenset({42, 10, 12, 44, 20, 22, 25, 27, 30}), frozenset({34, 10, 42, 12, 44, 22, 25, 27, 30}), frozenset({34, 10, 42, 12, 44, 21, 22, 25, 30})]",3,"[[15, 21, 17], [15, 17, 19], [23, 17, 19]]","[{31}, {24, 17, 31}, {24}]"
"[frozenset({32, 34, 37, 39, 8, 12, 45, 25, 26}), frozenset({32, 34, 37, 8, 12, 45, 25, 26, 28})]",2,"[[19, 15, 17], [19, 17, 15]]","[{24}, {35}]"
"[frozenset({8, 42, 44, 13, 23, 24, 27, 28, 30})]",1,"[[17, 23, 17]]",[{31}]
"[frozenset({34, 37, 7, 41, 45, 17, 18, 20, 28})]",1,"[[23, 19, 17]]",[{35}]
"[frozenset({35, 40, 9, 42, 10, 12, 22, 25, 29})]",1,"[[15, 17, 19]]",[{17}]
"[frozenset({37, 7, 40, 11, 17, 20, 21, 28, 31})]",1,"[[21, 17, 15]]",[{29}]
"[frozenset({39, 10, 12, 46, 18, 23, 25, 26, 30}), frozenset({37, 39, 10, 12, 46, 18, 23, 25, 30}), frozenset({37, 39, 10, 12, 46, 18, 24, 25, 30})]",3,"[[23, 17, 17], [15, 17, 19], [15, 21, 19]]","[{29}, {17, 26, 29}, {26}]"
"[frozenset({40, 9, 14, 17, 18, 20, 22, 28, 31}), frozenset({35, 40, 9, 14, 18, 20, 22, 28, 31})]",2,"[[21, 17, 15], [17, 17, 23]]","[{29}, {13}]"
"[frozenset({35, 36, 9, 10, 42, 18, 20, 28, 30})]",1,"[[15, 19, 21]]",[{17}]
"[frozenset({32, 34, 8, 40, 10, 15, 18, 25, 31}), frozenset({34, 35, 8, 40, 10, 15, 18, 25, 31}), frozenset({34, 35, 40, 10, 12, 15, 18, 25, 31}), frozenset({34, 40, 10, 12, 15, 18, 22, 25, 31})]",4,"[[19, 15, 17], [17, 15, 19], [15, 17, 19], [21, 17, 17]]","[{24}, {16}, {17}, {24}]"
"[frozenset({40, 9, 10, 45, 20, 21, 27, 28, 31}), frozenset({35, 40, 9, 10, 45, 20, 27, 28, 31})]",2,"[[23, 19, 15], [17, 19, 23]]","[{29}, {17}]"
"[frozenset({36, 9, 41, 44, 17, 18, 20, 27, 28})]",1,"[[23, 17, 17]]",[{29}]
"[frozenset({32, 41, 11, 12, 45, 46, 20, 21, 29})]",1,"[[17, 21, 15]]",[{31}]
"[frozenset({34, 39, 8, 42, 11, 15, 17, 25, 30})]",1,"[[21, 15, 19]]",[{24}]
"[frozenset({37, 9, 10, 44, 15, 18, 25, 27, 29}), frozenset({37, 8, 10, 44, 15, 18, 25, 27, 29})]",2,"[[17, 17, 21], [19, 15, 21]]","[{17}, {16}]"
"[frozenset({32, 36, 8, 40, 9, 11, 17, 20, 28}), frozenset({32, 36, 8, 40, 9, 11, 20, 21, 28}), frozenset({32, 37, 8, 40, 9, 11, 20, 21, 28}), frozenset({32, 37, 40, 9, 11, 16, 20, 21, 28}), frozenset({32, 37, 40, 9, 11, 20, 21, 28, 31}), frozenset({32, 35, 37, 40, 9, 11, 20, 28, 31})]",6,"[[23, 17, 17], [17, 17, 23], [19, 17, 15], [19, 21, 15], [21, 17, 15], [17, 17, 23]]","[{29}, {13}, {13, 36, 29}, {36}, {29}, {13}]"
"[frozenset({32, 34, 41, 10, 12, 18, 21, 23, 28})]",1,"[[19, 19, 15]]","[{35, 20, 30}]"
"[frozenset({32, 35, 8, 9, 41, 46, 20, 21, 28}), frozenset({32, 34, 8, 9, 41, 46, 20, 21, 28}), frozenset({32, 34, 8, 9, 41, 18, 20, 21, 28}), frozenset({32, 34, 8, 9, 41, 12, 20, 21, 28}), frozenset({32, 34, 36, 8, 41, 9, 12, 21, 28})]",5,"[[17, 17, 23], [17, 19, 15], [21, 19, 15], [17, 21, 15], [17, 17, 23]]","[{13}, {35, 13, 31}, {35}, {31}, {13}]"
"[frozenset({32, 41, 10, 11, 45, 15, 20, 21, 29}), frozenset({32, 41, 10, 11, 45, 15, 21, 29, 30})]",2,"[[19, 23, 15], [19, 15, 21]]","[{31}, {16}]"
"[frozenset({37, 7, 39, 42, 11, 17, 19, 24, 30})]",1,"[[17, 23, 19]]",[{26}]
"[frozenset({36, 7, 9, 11, 44, 46, 17, 20, 23})]",1,"[[23, 17, 17]]",[{29}]
"[frozenset({32, 39, 41, 10, 11, 19, 21, 27, 30}), frozenset({32, 39, 10, 11, 46, 19, 21, 27, 30}), frozenset({39, 10, 11, 46, 19, 21, 24, 27, 30}), frozenset({39, 10, 11, 13, 46, 19, 21, 27, 30}), frozenset({39, 10, 11, 13, 46, 19, 24, 27, 30})]",5,"[[19, 15, 21], [19, 15, 17], [19, 25, 17], [21, 15, 17], [17, 23, 17]]","[{16}, {16, 29, 31}, {31}, {29}, {31}]"
"[frozenset({34, 37, 40, 10, 13, 15, 18, 21, 25})]",1,"[[19, 15, 17]]",[{24}]
"[frozenset({35, 37, 9, 11, 44, 14, 20, 26, 28})]",1,"[[17, 17, 23]]",[{13}]
"[frozenset({34, 35, 36, 8, 9, 42, 12, 21, 27})]",1,"[[17, 15, 21]]",[{13}]
"[frozenset({32, 35, 37, 9, 11, 44, 16, 21, 29})]",1,"[[19, 23, 17]]",[{36}]
"[frozenset({32, 40, 9, 11, 14, 20, 25, 28, 31}), frozenset({32, 35, 40, 9, 11, 14, 20, 28, 31})]",2,"[[21, 17, 15], [17, 17, 23]]","[{29}, {13}]"
"[frozenset({34, 36, 9, 42, 13, 16, 22, 23, 30})]",1,"[[15, 19, 19]]",[{21}]
"[frozenset({35, 37, 7, 41, 14, 46, 20, 23, 25}), frozenset({34, 37, 7, 41, 14, 46, 20, 23, 25}), frozenset({34, 37, 7, 41, 14, 46, 17, 20, 23})]",3,"[[15, 17, 21], [15, 19, 17], [23, 19, 17]]","[{13}, {26, 35, 13}, {35}]"
"[frozenset({32, 36, 8, 41, 10, 19, 21, 27, 29}), frozenset({32, 8, 41, 10, 19, 21, 25, 27, 29}), frozenset({32, 34, 8, 41, 10, 19, 21, 25, 27})]",3,"[[19, 17, 23], [19, 23, 15], [19, 17, 15]]","[{16}, {31}, {16, 35, 31}]"
"[frozenset({32, 34, 35, 11, 45, 46, 15, 16, 21})]",1,"[[17, 23, 17]]",[{31}]
"[frozenset({32, 8, 44, 13, 46, 15, 18, 24, 30})]",1,"[[17, 23, 17]]",[{31}]
"[frozenset({8, 42, 12, 44, 16, 18, 23, 26, 30})]",1,"[[23, 17, 17]]",[{29}]
"[frozenset({35, 8, 11, 12, 45, 46, 16, 21, 27})]",1,"[[17, 23, 17]]",[{31}]
"[frozenset({36, 39, 41, 10, 11, 19, 21, 25, 27})]",1,"[[19, 15, 21]]",[{16}]
"[frozenset({39, 42, 10, 44, 14, 19, 21, 26, 30})]",1,"[[21, 15, 17]]",[{29}]
"[frozenset({32, 34, 8, 40, 12, 45, 21, 25, 31}), frozenset({32, 34, 8, 12, 45, 21, 23, 25, 31}), frozenset({32, 34, 8, 12, 45, 21, 23, 25, 30}), frozenset({32, 34, 37, 8, 12, 45, 21, 25, 30}), frozenset({32, 34, 37, 8, 12, 45, 16, 21, 25})]",5,"[[19, 15, 17], [19, 17, 15], [17, 17, 23], [19, 15, 23], [19, 21, 15]]","[{24}, {35}, {13}, {13}, {36}]"
"[frozenset({32, 8, 9, 41, 12, 21, 25, 28, 29}), frozenset({32, 8, 9, 41, 12, 44, 21, 25, 29}), frozenset({32, 8, 9, 41, 12, 44, 16, 21, 29})]",3,"[[17, 21, 15], [17, 15, 21], [17, 23, 17]]","[{31}, {13}, {31}]"
"[frozenset({34, 8, 41, 12, 15, 21, 27, 29, 30})]",1,"[[17, 15, 21]]",[{13}]
"[frozenset({39, 10, 42, 14, 15, 18, 25, 27, 29}), frozenset({39, 42, 10, 12, 15, 18, 25, 27, 29})]",2,"[[17, 15, 19], [15, 17, 19]]","[{16}, {17}]"
"[frozenset({37, 8, 45, 20, 21, 23, 24, 27, 28})]",1,"[[19, 21, 15]]",[{36}]
"[frozenset({37, 42, 45, 13, 18, 19, 23, 25, 29}), frozenset({37, 13, 45, 18, 19, 22, 23, 25, 29})]",2,"[[15, 19, 17], [17, 19, 15]]","[{26}, {36}]"
"[frozenset({32, 34, 37, 39, 8, 12, 21, 29, 30}), frozenset({32, 34, 37, 39, 8, 12, 16, 21, 29})]",2,"[[19, 15, 23], [19, 23, 17]]","[{13}, {36}]"
"[frozenset({7, 39, 42, 10, 15, 22, 24, 27, 30})]",1,"[[15, 21, 17]]",[{31}]
"[frozenset({32, 34, 11, 45, 46, 15, 16, 21, 25})]",1,"[[17, 21, 15]]",[{31}]
"[frozenset({39, 42, 12, 44, 16, 23, 26, 27, 30})]",1,"[[23, 17, 17]]",[{29}]
"[frozenset({7, 39, 11, 46, 18, 20, 23, 25, 31})]",1,"[[15, 17, 21]]",[{13}]
"[frozenset({34, 37, 7, 39, 14, 46, 16, 18, 25})]",1,"[[15, 21, 19]]",[{26}]
"[frozenset({37, 7, 11, 45, 20, 21, 27, 28, 29}), frozenset({37, 7, 40, 11, 45, 20, 21, 27, 28}), frozenset({35, 7, 40, 11, 45, 20, 21, 27, 28}), frozenset({7, 40, 11, 45, 20, 21, 27, 28, 31}), frozenset({35, 7, 40, 11, 45, 20, 27, 28, 31})]",5,"[[19, 21, 15], [19, 17, 15], [17, 17, 23], [21, 17, 15], [17, 17, 23]]","[{36}, {13, 36, 29}, {13}, {29}, {13}]"
"[frozenset({37, 41, 44, 13, 15, 16, 18, 25, 28})]",1,"[[15, 19, 17]]",[{26}]
