barrier_sequence,sequence_length,reward_path_lengths,choice_points
"[frozenset({36, 7, 42, 10, 46, 20, 22, 25, 28})]",1,"[[15, 19, 21]]",[{17}]
"[frozenset({34, 39, 10, 42, 13, 14, 15, 26, 30})]",1,"[[21, 15, 19]]",[{24}]
"[frozenset({37, 8, 10, 45, 15, 22, 25, 29, 30}), frozenset({37, 8, 10, 45, 15, 19, 22, 25, 29}), frozenset({34, 37, 8, 10, 45, 15, 19, 22, 25}), frozenset({34, 37, 9, 10, 45, 15, 19, 22, 25}), frozenset({34, 37, 9, 10, 45, 19, 22, 25, 31}), frozenset({34, 37, 9, 10, 45, 19, 22, 25, 30})]",6,"[[19, 15, 21], [19, 21, 15], [19, 17, 15], [17, 19, 15], [21, 19, 15], [17, 19, 23]]","[{16}, {36}, {16, 35, 36}, {17, 35, 36}, {35}, {17}]"
"[frozenset({34, 37, 8, 41, 45, 15, 17, 25, 28}), frozenset({34, 37, 8, 41, 44, 45, 15, 17, 25})]",2,"[[21, 17, 17], [21, 15, 19]]","[{35}, {24}]"
"[frozenset({34, 36, 7, 42, 14, 17, 20, 28, 31}), frozenset({34, 36, 7, 42, 14, 20, 28, 30, 31})]",2,"[[23, 19, 17], [15, 19, 23]]","[{35}, {13}]"
"[frozenset({34, 37, 7, 41, 14, 20, 23, 28, 30}), frozenset({34, 37, 7, 41, 14, 20, 21, 23, 28}), frozenset({34, 37, 7, 41, 14, 20, 23, 25, 28})]",3,"[[15, 19, 23], [23, 19, 17], [15, 19, 17]]","[{13}, {35}, {26, 35, 13}]"
"[frozenset({39, 10, 42, 46, 19, 22, 25, 26, 30}), frozenset({39, 10, 42, 46, 16, 19, 22, 25, 30}), frozenset({39, 10, 42, 46, 16, 19, 22, 26, 30})]",3,"[[21, 15, 17], [15, 21, 17], [23, 17, 17]]","[{29}, {31}, {29}]"
"[frozenset({37, 7, 44, 45, 46, 16, 18, 25, 28}), frozenset({32, 37, 7, 44, 45, 16, 18, 25, 28})]",2,"[[15, 19, 17], [17, 19, 15]]","[{26}, {36}]"
"[frozenset({36, 9, 42, 11, 15, 21, 23, 27, 29})]",1,"[[17, 17, 23]]",[{13}]
"[frozenset({35, 7, 11, 45, 46, 20, 26, 27, 28})]",1,"[[17, 17, 23]]",[{13}]
"[frozenset({37, 7, 10, 13, 45, 15, 22, 25, 28})]",1,"[[17, 19, 15]]",[{36}]
"[frozenset({34, 37, 7, 41, 10, 44, 15, 18, 25}), frozenset({34, 37, 7, 41, 10, 15, 18, 23, 25}), frozenset({34, 37, 41, 10, 15, 18, 21, 23, 25}), frozenset({34, 37, 39, 41, 10, 15, 18, 21, 25}), frozenset({34, 37, 39, 41, 10, 15, 16, 18, 25}), frozenset({34, 37, 39, 8, 41, 10, 15, 18, 25})]",6,"[[15, 17, 19], [15, 19, 17], [21, 17, 17], [21, 15, 19], [15, 21, 19], [17, 15, 19]]","[{24, 17, 26}, {17, 26, 35}, {35}, {24}, {26}, {16, 24, 26}]"
"[frozenset({34, 39, 8, 42, 12, 16, 21, 27, 30}), frozenset({34, 39, 8, 42, 12, 46, 21, 27, 30}), frozenset({34, 39, 8, 12, 46, 18, 21, 27, 30}), frozenset({34, 35, 39, 8, 12, 46, 21, 27, 30}), frozenset({34, 35, 39, 8, 12, 46, 16, 21, 27})]",5,"[[17, 25, 19], [17, 15, 19], [21, 15, 19], [17, 15, 21], [17, 23, 17]]","[{31}, {24, 13, 31}, {24}, {13}, {31}]"
"[frozenset({7, 42, 11, 44, 46, 16, 21, 27, 29})]",1,"[[17, 23, 17]]",[{31}]
"[frozenset({34, 40, 10, 11, 14, 15, 20, 26, 31}), frozenset({34, 36, 40, 10, 11, 14, 15, 20, 31}), frozenset({34, 36, 40, 10, 11, 14, 15, 25, 31}), frozenset({32, 34, 40, 10, 11, 14, 15, 25, 31})]",4,"[[19, 21, 17], [17, 21, 19], [17, 15, 19], [19, 15, 17]]","[{30}, {21}, {16}, {24}]"
